City,,Day_of_Week,Ride_Distance_KM,Ride_Type,Weather,Available_Drivers,Demand_Level,Hour_of_Day,Is_Weekend,Ride_Priority,Time_of_Day,Surge_Multiplier
Hải Phòng,,2,19.84,Xe Máy,Nhiều Mây,0.390303,0.846736,1,0,92.26,Đêm,1.68
Hải Phòng,,3,14.24,Ô Tô 4 Chỗ,Mưa,0.920053,0.866627,21,0,88.34,Chiều,1.21
Hà Nội,,0,3.8,Xe Máy,Nhiều Mây,0.26763,0.913433,22,0,87.3,Chiều,1.97
Hồ Chí Minh,,4,13.68,Xe ViP,Nắng,0.768688,0.756242,14,0,85.39,Cao điểm Tối,1.39
Hà Nội,,6,13.93,Xe Máy,Nhiều Mây,0.476231,0.852511,11,1,88.47,Cao điểm Tối,1.69
Hải Phòng,,6,2.39,Ô Tô 4 Chỗ,Mưa,0.948306,0.532063,18,1,84.05,Cao điểm Sáng,1.61
Cần Thơ,,2,16.36,Xe Máy,Mưa,0.302328,0.4572,1,0,94.96,Đêm,1.36
Hải Phòng,,3,12.84,Xe ViP,Nắng,0.213848,0.963843,21,0,93.4,Chiều,2.12
Đà Nẵng,,2,11.43,Xe Máy,Mưa,0.23231,0.537639,17,0,88.91,Chiều,1.71
Cần Thơ,,6,17.65,Xe Máy,Mưa,0.426154,0.623552,1,1,97.35,Cao điểm Sáng,2.05
Cần Thơ,,1,6.87,Xe Máy,Mưa,0.446023,0.675477,0,0,94.57,Cao điểm Sáng,2.36
Cần Thơ,,6,12.04,Ô Tô 4 Chỗ,Mưa Bão,0.505636,0.736168,19,1,92.4,Đêm,1.58
Đà Nẵng,,6,14.57,Ô Tô 4 Chỗ,Mưa Bão,0.950676,0.559008,12,1,93.48,Cao điểm Tối,1.77
Cần Thơ,,2,4.24,Ô Tô 4 Chỗ,Mưa Bão,0.551844,0.663896,22,0,89.31,Cao điểm Sáng,2.15
Hà Nội,,0,12.98,Xe ViP,Mưa Bão,0.796561,0.925519,4,0,91.1,Chiều,1.44
Hồ Chí Minh,,5,12.97,Xe Máy,Mưa,0.321407,0.414441,20,1,84.82,Cao điểm Tối,1.7
Cần Thơ,,4,4.9,Xe Máy,Nắng,0.837038,0.523378,17,0,93.86,Cao điểm Tối,1.12
Cần Thơ,,4,18.94,Ô Tô 4 Chỗ,Nhiều Mây,0.956722,0.673977,4,0,97.22,Đêm,1
Đà Nẵng,,1,15.07,Xe Máy,Mưa,0.811781,0.765233,7,0,98.08,Cao điểm Tối,1.9
Hồ Chí Minh,,3,16.34,Ô Tô 4 Chỗ,Nhiều Mây,0.467339,0.581848,0,0,96.07,Cao điểm Tối,1.32
Hồ Chí Minh,,0,2.68,Xe Máy,Nắng,0.691258,0.728047,1,0,96.04,Cao điểm Sáng,1.27
Cần Thơ,,1,18.94,Xe ViP,Mưa,0.491869,0.404907,20,0,94.68,Chiều,1.17
Đà Nẵng,,0,2.58,Ô Tô 4 Chỗ,Mưa,0.697953,0.940551,9,0,85.18,Chiều,1.66
Hà Nội,,1,14.97,Xe ViP,Mưa,0.648402,0.784098,2,0,94.5,Cao điểm Sáng,2.08
Hồ Chí Minh,,2,8.14,Xe ViP,Nhiều Mây,0.371942,0.419254,6,0,97.9,Cao điểm Sáng,1.31
Hà Nội,,2,19.29,Xe ViP,Mưa Bão,0.759893,0.729714,4,0,95.78,Cao điểm Sáng,1.69
Đà Nẵng,,0,13.06,Ô Tô 4 Chỗ,Mưa,0.793228,0.847861,15,0,91.92,Chiều,1.45
Cần Thơ,,4,6.02,Xe Máy,Nhiều Mây,0.952904,0.572648,21,0,83.26,Cao điểm Sáng,1.16
Cần Thơ,,3,7.98,Ô Tô 4 Chỗ,Mưa Bão,0.369793,0.969862,8,0,86.52,Đêm,2.28
Hà Nội,,2,7.26,Ô Tô 4 Chỗ,Mưa,0.839411,0.664758,10,0,90.89,Đêm,1.16
Cần Thơ,,1,5.01,Ô Tô 4 Chỗ,Nắng,0.454398,0.915056,14,0,98.78,Cao điểm Sáng,2.06
Đà Nẵng,,1,1.85,Xe Máy,Mưa,0.439179,0.959339,7,0,91.1,Cao điểm Tối,3.04
Cần Thơ,,0,3.3,Ô Tô 4 Chỗ,Nắng,0.893494,0.466655,2,0,84.42,Chiều,1
Đà Nẵng,,5,18.9,Xe ViP,Nhiều Mây,0.512293,0.448074,11,1,89.76,Đêm,1
Hà Nội,,4,2.67,Xe Máy,Mưa,0.324417,0.919684,1,0,89.64,Cao điểm Tối,2.47
Hải Phòng,,3,8.44,Xe ViP,Mưa,0.803985,0.557731,2,0,87.74,Cao điểm Sáng,1.95
Đà Nẵng,,4,8.86,Xe ViP,Nhiều Mây,0.28012,0.697912,4,0,86.1,Cao điểm Tối,1.95
Hà Nội,,3,1.67,Ô Tô 4 Chỗ,Mưa,0.54047,0.738022,14,0,87.9,Cao điểm Sáng,2.1
Đà Nẵng,,2,5.69,Xe Máy,Mưa Bão,0.215448,0.763834,16,0,98.26,Đêm,1.96
Đà Nẵng,,5,5.15,Xe Máy,Mưa Bão,0.235563,0.705073,19,1,88.2,Chiều,2.08
Đà Nẵng,,1,11.73,Ô Tô 4 Chỗ,Nắng,0.790937,0.531581,15,0,87.75,Cao điểm Sáng,1.33
Đà Nẵng,,1,3.39,Ô Tô 4 Chỗ,Mưa,0.746914,0.841409,4,0,92.77,Đêm,1.48
Cần Thơ,,1,1.76,Ô Tô 4 Chỗ,Mưa Bão,0.978474,0.903868,13,0,89.61,Chiều,1.35
Đà Nẵng,,5,13.32,Xe ViP,Nhiều Mây,0.359956,0.946685,9,1,98.53,Chiều,1.75
Đà Nẵng,,2,16.77,Xe Máy,Mưa Bão,0.709287,0.449618,12,0,86.24,Chiều,1.21
Cần Thơ,,1,16.22,Xe ViP,Nhiều Mây,0.542786,0.565867,21,0,90.34,Cao điểm Tối,1.15
Cần Thơ,,1,17.73,Xe ViP,Mưa Bão,0.291562,0.494609,0,0,89.11,Chiều,1.6
Hà Nội,,5,13.25,Xe ViP,Mưa,0.984594,0.700093,3,1,92.17,Cao điểm Tối,1.91
Đà Nẵng,,6,2.52,Xe Máy,Mưa Bão,0.847396,0.437752,6,1,97.22,Chiều,1.38
Cần Thơ,,6,17.98,Xe ViP,Mưa Bão,0.46867,0.842434,2,1,95.52,Chiều,1.71
Hải Phòng,,1,12.85,Ô Tô 4 Chỗ,Nhiều Mây,0.624514,0.861783,17,0,83.58,Cao điểm Tối,1.61
Hà Nội,,3,3.32,Ô Tô 4 Chỗ,Nắng,0.671502,0.963508,0,0,85.82,Đêm,1.44
Hà Nội,,1,7.15,Ô Tô 4 Chỗ,Mưa,0.697496,0.695046,1,0,88.91,Đêm,1.32
Hồ Chí Minh,,4,2.97,Ô Tô 4 Chỗ,Mưa,0.875234,0.429358,12,0,95.03,Đêm,1.34
Cần Thơ,,1,10.27,Ô Tô 4 Chỗ,Nhiều Mây,0.772723,0.841091,8,0,95.91,Cao điểm Sáng,1.49
Hồ Chí Minh,,5,11.98,Xe ViP,Nhiều Mây,0.608152,0.716027,10,1,84.53,Chiều,1.16
Cần Thơ,,4,17.76,Ô Tô 4 Chỗ,Nhiều Mây,0.45675,0.869141,16,0,86.35,Đêm,1.62
Hải Phòng,,3,1.19,Ô Tô 4 Chỗ,Nhiều Mây,0.524366,0.5719,8,0,89.89,Cao điểm Tối,1.45
Hà Nội,,4,13.97,Xe Máy,Mưa,0.782744,0.980616,18,0,85.49,Đêm,1.63
Cần Thơ,,5,3.33,Ô Tô 4 Chỗ,Mưa Bão,0.423679,0.994176,20,1,84.03,Chiều,2.17
Hải Phòng,,1,19.09,Xe Máy,Nắng,0.673428,0.545496,20,0,91.17,Chiều,1
Hải Phòng,,4,7.6,Xe Máy,Nhiều Mây,0.484936,0.4339,9,0,90.68,Đêm,1
Hải Phòng,,1,7.11,Ô Tô 4 Chỗ,Mưa,0.883386,0.961273,11,0,84.73,Cao điểm Sáng,1.86
Đà Nẵng,,4,6.62,Xe ViP,Mưa,0.643431,0.685634,17,0,94.74,Cao điểm Sáng,2.55
Đà Nẵng,,6,6.99,Xe ViP,Nhiều Mây,0.992226,0.961419,2,1,87.51,Đêm,1
Hà Nội,,5,8.81,Xe ViP,Nhiều Mây,0.413331,0.556723,10,1,95.6,Đêm,1.22
Đà Nẵng,,2,17.53,Ô Tô 4 Chỗ,Nắng,0.610005,0.542783,6,0,95.63,Đêm,1
Hà Nội,,0,19.51,Xe Máy,Mưa Bão,0.834203,0.931131,19,0,87.14,Chiều,1.52
Đà Nẵng,,2,18.56,Xe ViP,Mưa,0.207938,0.426757,5,0,88.42,Cao điểm Tối,2.05
Hải Phòng,,0,3.14,Ô Tô 4 Chỗ,Mưa Bão,0.2245,0.472146,18,0,93.18,Cao điểm Sáng,2.37
Hà Nội,,4,2.67,Xe ViP,Nhiều Mây,0.441227,0.491125,22,0,84.66,Đêm,1.07
Đà Nẵng,,5,1.35,Xe Máy,Mưa Bão,0.931683,0.748603,13,1,92,Chiều,1.25
Hải Phòng,,0,3.83,Xe ViP,Mưa,0.430495,0.831604,14,0,86.91,Chiều,1.81
Hà Nội,,4,2.98,Ô Tô 4 Chỗ,Mưa Bão,0.907887,0.705,1,0,94.26,Cao điểm Tối,1.98
Hải Phòng,,0,13.14,Xe Máy,Mưa,0.233821,0.811116,1,0,96.74,Chiều,2.02
Hồ Chí Minh,,3,13.24,Ô Tô 4 Chỗ,Mưa Bão,0.391796,0.845677,8,0,89.89,Cao điểm Tối,2.34
Hải Phòng,,2,2.04,Xe Máy,Mưa Bão,0.349252,0.668346,8,0,86.38,Cao điểm Sáng,2.45
Đà Nẵng,,3,15.29,Xe ViP,Mưa Bão,0.554175,0.427891,1,0,90.99,Cao điểm Sáng,1.87
Đà Nẵng,,3,15.87,Ô Tô 4 Chỗ,Mưa,0.436182,0.53002,7,0,85.69,Chiều,1.44
Hải Phòng,,4,9.79,Xe ViP,Mưa,0.329763,0.582255,12,0,87.19,Chiều,1.62
Đà Nẵng,,4,6.4,Xe Máy,Mưa Bão,0.335893,0.92676,8,0,88.61,Cao điểm Sáng,3.37
Cần Thơ,,3,8.44,Ô Tô 4 Chỗ,Mưa,0.894752,0.79656,4,0,93.55,Cao điểm Tối,2.21
Hải Phòng,,2,7.29,Xe ViP,Nắng,0.252838,0.911017,11,0,87.76,Chiều,1.99
Đà Nẵng,,4,7.16,Xe Máy,Mưa Bão,0.948368,0.967221,5,0,90.41,Cao điểm Sáng,1.58
Hà Nội,,1,6.69,Xe Máy,Nhiều Mây,0.541407,0.680712,9,0,86.53,Cao điểm Sáng,1.36
Hải Phòng,,2,9.76,Xe ViP,Nhiều Mây,0.851948,0.882249,6,0,97.33,Đêm,1.05
Hồ Chí Minh,,3,9.35,Ô Tô 4 Chỗ,Nắng,0.688764,0.651295,8,0,90.64,Cao điểm Tối,1.39
Cần Thơ,,0,5.2,Xe Máy,Nhiều Mây,0.511588,0.596691,2,0,94.12,Cao điểm Tối,1.4
Đà Nẵng,,2,18.09,Xe ViP,Nhiều Mây,0.418311,0.703926,14,0,88.56,Chiều,1.43
Hải Phòng,,5,7.37,Xe Máy,Nắng,0.902336,0.914786,19,1,93.57,Chiều,1
Đà Nẵng,,4,13.98,Xe ViP,Mưa,0.323647,0.981614,0,0,92.44,Cao điểm Tối,2.97
Hồ Chí Minh,,0,10.2,Ô Tô 4 Chỗ,Nắng,0.90594,0.941154,13,0,89.56,Cao điểm Sáng,1.21
Hồ Chí Minh,,3,14.59,Ô Tô 4 Chỗ,Nhiều Mây,0.35301,0.832739,7,0,91.95,Chiều,1.72
Hà Nội,,6,18.54,Ô Tô 4 Chỗ,Mưa Bão,0.926068,0.457345,13,1,87.74,Cao điểm Sáng,1.85
Cần Thơ,,2,1.19,Xe Máy,Mưa,0.302788,0.874032,4,0,95.81,Cao điểm Tối,2.94
Hải Phòng,,2,10.6,Xe Máy,Mưa,0.723279,0.967864,22,0,93.91,Đêm,1.48
Hải Phòng,,0,19.3,Xe ViP,Nắng,0.845231,0.466047,18,0,95.92,Cao điểm Sáng,1.22
Hải Phòng,,2,14.56,Xe ViP,Nắng,0.892868,0.547055,6,0,88.26,Đêm,1
Hà Nội,,5,7.8,Xe Máy,Nắng,0.658303,0.576825,19,1,94.59,Cao điểm Sáng,1.17
Hải Phòng,,4,14.43,Ô Tô 4 Chỗ,Nhiều Mây,0.509953,0.734981,2,0,92.06,Đêm,1.34
Cần Thơ,,5,11.93,Xe Máy,Mưa,0.607309,0.580588,0,1,94.93,Chiều,1.26
Hà Nội,,3,14.46,Ô Tô 4 Chỗ,Mưa,0.88062,0.405417,7,0,93.39,Đêm,1.37
Cần Thơ,,3,14.34,Xe ViP,Mưa,0.234129,0.962627,2,0,91.01,Đêm,2.19
Hải Phòng,,6,5.89,Ô Tô 4 Chỗ,Nhiều Mây,0.620764,0.851861,21,1,86.89,Cao điểm Tối,1.4
Cần Thơ,,2,11.79,Xe Máy,Nhiều Mây,0.291186,0.828736,5,0,95.03,Đêm,1.81
Hà Nội,,4,5.35,Ô Tô 4 Chỗ,Mưa,0.558591,0.610658,22,0,90.07,Đêm,1.32
Hải Phòng,,6,13.23,Xe Máy,Nhiều Mây,0.630234,0.853748,8,1,92.18,Cao điểm Tối,1.16
Hà Nội,,3,8.2,Ô Tô 4 Chỗ,Nhiều Mây,0.378834,0.928628,19,0,97.46,Đêm,1.82
Cần Thơ,,4,14.15,Ô Tô 4 Chỗ,Mưa,0.561482,0.407685,22,0,89.59,Cao điểm Tối,2.36
Cần Thơ,,3,14.22,Ô Tô 4 Chỗ,Nắng,0.504643,0.465652,14,0,97.14,Chiều,1
Đà Nẵng,,4,13.03,Xe Máy,Mưa,0.384934,0.410326,8,0,87.42,Cao điểm Sáng,1.87
Hồ Chí Minh,,6,19.51,Ô Tô 4 Chỗ,Mưa,0.285457,0.459222,10,1,91.78,Cao điểm Sáng,2.67
Hải Phòng,,4,12.98,Xe ViP,Nhiều Mây,0.833813,0.649938,11,0,84.26,Cao điểm Sáng,1.28
Cần Thơ,,1,7.44,Ô Tô 4 Chỗ,Mưa,0.749798,0.849202,1,0,86.4,Cao điểm Sáng,2.15
Hải Phòng,,2,16.41,Xe Máy,Nhiều Mây,0.60265,0.590752,2,0,98.13,Cao điểm Sáng,1.16
Đà Nẵng,,5,5.84,Xe ViP,Mưa,0.813147,0.495248,4,1,86.09,Đêm,1.12
Đà Nẵng,,2,10.25,Xe Máy,Mưa Bão,0.816442,0.550291,21,0,99.08,Cao điểm Sáng,2.28
Cần Thơ,,1,8.78,Xe Máy,Nắng,0.802513,0.537791,15,0,86.42,Chiều,1
Đà Nẵng,,4,6.28,Ô Tô 4 Chỗ,Mưa,0.757324,0.664042,9,0,86.93,Cao điểm Tối,2.24
Hà Nội,,4,15.21,Xe Máy,Mưa Bão,0.970403,0.67431,12,0,92.88,Chiều,1.2
Hà Nội,,1,1.06,Xe Máy,Nắng,0.339556,0.893895,22,0,90.02,Cao điểm Sáng,2.16
Hồ Chí Minh,,4,8.69,Ô Tô 4 Chỗ,Nắng,0.817798,0.433014,17,0,87.83,Cao điểm Sáng,1.35
Đà Nẵng,,3,2.69,Xe ViP,Nắng,0.613076,0.816918,14,0,84.1,Cao điểm Tối,1.53
Đà Nẵng,,4,4.7,Xe Máy,Mưa Bão,0.69138,0.42799,11,0,87.58,Cao điểm Tối,1.81
Hà Nội,,1,2.48,Ô Tô 4 Chỗ,Mưa Bão,0.424837,0.95638,3,0,93.34,Đêm,1.96
Hà Nội,,6,11.19,Xe ViP,Mưa,0.427877,0.429983,7,1,96.11,Chiều,1.28
Hà Nội,,3,14.44,Xe Máy,Mưa,0.257951,0.871331,9,0,91.52,Cao điểm Tối,3.13
Hồ Chí Minh,,0,3.98,Xe ViP,Nắng,0.29105,0.880514,23,0,88.29,Cao điểm Tối,2.25
Hải Phòng,,0,3.4,Xe ViP,Nhiều Mây,0.206123,0.726228,16,0,90.46,Cao điểm Sáng,1.94
Hồ Chí Minh,,0,13.78,Ô Tô 4 Chỗ,Mưa Bão,0.447819,0.638953,1,0,86.35,Cao điểm Tối,1.96
Đà Nẵng,,4,8.17,Ô Tô 4 Chỗ,Mưa,0.876299,0.643175,14,0,99.13,Đêm,1.28
Hà Nội,,0,5.39,Ô Tô 4 Chỗ,Mưa Bão,0.886707,0.816725,7,0,95.71,Chiều,1.33
Hà Nội,,6,2.63,Ô Tô 4 Chỗ,Mưa,0.508538,0.894469,12,1,92.37,Cao điểm Sáng,2.55
Hà Nội,,4,8.93,Xe Máy,Mưa,0.78174,0.672227,7,0,84.6,Chiều,1.36
Cần Thơ,,4,19.48,Xe Máy,Mưa Bão,0.273198,0.552721,5,0,94.21,Chiều,1.81
Hải Phòng,,4,6.19,Xe Máy,Nắng,0.801936,0.762181,4,0,89.1,Đêm,1
Hồ Chí Minh,,3,13.72,Xe ViP,Nhiều Mây,0.473326,0.864015,1,0,85.01,Chiều,1.59
Hồ Chí Minh,,3,18.99,Ô Tô 4 Chỗ,Nhiều Mây,0.849806,0.648841,4,0,86.68,Chiều,1
Cần Thơ,,4,17.68,Ô Tô 4 Chỗ,Mưa,0.405922,0.408926,19,0,87.35,Chiều,1.34
Hồ Chí Minh,,5,10.18,Ô Tô 4 Chỗ,Mưa Bão,0.903275,0.969452,16,1,95.07,Đêm,1.36
Cần Thơ,,1,5,Xe ViP,Nắng,0.74443,0.954948,21,0,94.44,Cao điểm Tối,1.67
Hồ Chí Minh,,5,7.81,Xe ViP,Nắng,0.272436,0.400554,21,1,91.56,Cao điểm Sáng,1.53
Hải Phòng,,4,1.66,Xe Máy,Nắng,0.316819,0.652842,18,0,97.3,Cao điểm Tối,1.66
Hải Phòng,,3,17.84,Xe ViP,Mưa,0.579629,0.45551,14,0,87.36,Đêm,1.15
Hồ Chí Minh,,1,8.96,Ô Tô 4 Chỗ,Nắng,0.605088,0.982901,1,0,86.53,Cao điểm Sáng,1.71
Đà Nẵng,,5,14.01,Xe Máy,Mưa,0.998266,0.550003,9,1,94.12,Cao điểm Tối,2.2
Đà Nẵng,,5,18.06,Xe ViP,Nắng,0.537419,0.804711,10,1,89.06,Đêm,1.28
Hà Nội,,6,16.57,Ô Tô 4 Chỗ,Nắng,0.658828,0.463594,15,1,90.26,Cao điểm Tối,1.37
Hồ Chí Minh,,5,7.23,Ô Tô 4 Chỗ,Mưa Bão,0.361567,0.752148,15,1,84.52,Đêm,1.96
Hồ Chí Minh,,1,8.9,Xe ViP,Mưa,0.424254,0.925811,0,0,85.47,Đêm,1.99
Cần Thơ,,6,6.94,Xe Máy,Mưa,0.947154,0.725671,21,1,97.08,Chiều,1.15
Cần Thơ,,2,3.83,Ô Tô 4 Chỗ,Nhiều Mây,0.85239,0.491315,19,0,87.52,Đêm,1
Đà Nẵng,,6,10.45,Xe Máy,Nắng,0.481924,0.953732,19,1,89.58,Chiều,1.43
Đà Nẵng,,3,1.35,Xe Máy,Mưa Bão,0.540048,0.996649,23,0,87.17,Chiều,1.83
Đà Nẵng,,3,0.93,Xe ViP,Nhiều Mây,0.537134,0.911168,12,0,87.04,Cao điểm Tối,1.7
Đà Nẵng,,1,8.86,Ô Tô 4 Chỗ,Mưa Bão,0.988382,0.901197,14,0,89.02,Đêm,1.13
Đà Nẵng,,0,14.54,Ô Tô 4 Chỗ,Nhiều Mây,0.782754,0.484312,3,0,90.01,Cao điểm Sáng,1.24
Hồ Chí Minh,,3,15.19,Xe Máy,Mưa Bão,0.779683,0.875876,17,0,84.27,Cao điểm Tối,1.76
Cần Thơ,,5,4.94,Xe ViP,Mưa,0.907932,0.655788,17,1,94.79,Đêm,1.29
Đà Nẵng,,1,16.63,Xe ViP,Nhiều Mây,0.303087,0.909831,15,0,92.91,Chiều,1.91
Hà Nội,,4,8.59,Xe Máy,Mưa Bão,0.390101,0.879214,20,0,96.83,Cao điểm Sáng,2.38
Hồ Chí Minh,,1,19.29,Ô Tô 4 Chỗ,Mưa,0.851509,0.948948,0,0,87.38,Đêm,1.38
Hà Nội,,3,18.69,Xe ViP,Mưa Bão,0.845401,0.809307,0,0,89.15,Cao điểm Tối,1.97
Hà Nội,,2,18.94,Ô Tô 4 Chỗ,Mưa Bão,0.924665,0.559951,13,0,87.36,Cao điểm Tối,1.53
Đà Nẵng,,6,18.47,Xe Máy,Nắng,0.236074,0.993169,23,1,96.98,Chiều,1.97
Hải Phòng,,3,5.71,Ô Tô 4 Chỗ,Mưa,0.293728,0.595091,22,0,90.72,Chiều,1.66
Hồ Chí Minh,,6,15.22,Xe Máy,Nhiều Mây,0.750498,0.488198,13,1,94.27,Cao điểm Tối,1.4
Đà Nẵng,,5,7.44,Xe Máy,Nắng,0.890939,0.998568,11,1,87.04,Đêm,1.09
Cần Thơ,,2,17.33,Xe ViP,Nắng,0.424849,0.736966,18,0,87.28,Đêm,1.47
Hải Phòng,,0,19.54,Ô Tô 4 Chỗ,Nhiều Mây,0.671798,0.771282,13,0,84.78,Chiều,1.15
Cần Thơ,,4,18.24,Xe Máy,Mưa,0.263866,0.861296,11,0,96.72,Cao điểm Sáng,3.15
Cần Thơ,,6,10.05,Ô Tô 4 Chỗ,Nhiều Mây,0.937165,0.614258,13,1,94.27,Chiều,1
Cần Thơ,,1,19.47,Xe ViP,Nhiều Mây,0.791434,0.616327,5,0,92.56,Cao điểm Sáng,1.28
Hải Phòng,,3,8.61,Xe ViP,Nhiều Mây,0.25359,0.882331,4,0,89.96,Đêm,1.94
Hải Phòng,,5,1.31,Ô Tô 4 Chỗ,Nhiều Mây,0.722722,0.402654,2,1,97.43,Cao điểm Tối,1
Đà Nẵng,,4,2.46,Ô Tô 4 Chỗ,Nắng,0.834598,0.650633,4,0,92.28,Đêm,1
Hải Phòng,,1,7.1,Xe ViP,Nắng,0.408697,0.415234,11,0,97.06,Đêm,1.01
Đà Nẵng,,3,12.23,Xe Máy,Mưa Bão,0.8242,0.701152,10,0,89.96,Cao điểm Sáng,2.36
Hà Nội,,0,6.16,Ô Tô 4 Chỗ,Nhiều Mây,0.234128,0.986317,3,0,97.55,Chiều,2.13
Đà Nẵng,,5,1.6,Ô Tô 4 Chỗ,Mưa,0.316578,0.765423,4,1,96.87,Cao điểm Tối,2.71
Hải Phòng,,4,5.65,Xe ViP,Mưa,0.680609,0.471222,21,0,95.26,Cao điểm Tối,1.61
Đà Nẵng,,0,12.97,Xe ViP,Mưa Bão,0.762348,0.790337,6,0,93.65,Cao điểm Tối,2.45
Hà Nội,,4,14.62,Ô Tô 4 Chỗ,Mưa Bão,0.334273,0.874887,0,0,88.06,Chiều,1.96
Đà Nẵng,,5,15.38,Xe ViP,Mưa,0.587734,0.560951,21,1,98.66,Cao điểm Tối,1.94
Hồ Chí Minh,,0,12.08,Xe ViP,Nắng,0.379088,0.745195,13,0,97.03,Cao điểm Sáng,1.94
Hồ Chí Minh,,2,11.31,Ô Tô 4 Chỗ,Mưa,0.851233,0.690492,15,0,88.6,Đêm,1.16
Đà Nẵng,,4,14.06,Xe Máy,Nắng,0.942911,0.94629,23,0,95.18,Cao điểm Tối,1.39
Hải Phòng,,4,2.61,Ô Tô 4 Chỗ,Mưa,0.557414,0.968644,21,0,92.18,Cao điểm Tối,2.21
Hà Nội,,1,3.32,Ô Tô 4 Chỗ,Mưa Bão,0.303947,0.431876,6,0,85.88,Cao điểm Sáng,2.25
Đà Nẵng,,0,19.39,Xe ViP,Mưa Bão,0.677694,0.582163,21,0,98.56,Đêm,1.11
Đà Nẵng,,1,3.94,Xe Máy,Mưa,0.75064,0.741012,5,0,99.27,Cao điểm Sáng,2.33
Đà Nẵng,,1,13.55,Xe ViP,Nắng,0.303325,0.709881,9,0,88.35,Đêm,1.61
Hải Phòng,,3,19.14,Xe Máy,Mưa,0.367744,0.912109,22,0,85.49,Chiều,2.14
Hải Phòng,,0,7.96,Ô Tô 4 Chỗ,Mưa Bão,0.607645,0.706299,10,0,92.56,Cao điểm Tối,2.61
Đà Nẵng,,0,12.98,Ô Tô 4 Chỗ,Nhiều Mây,0.384899,0.846729,17,0,91.88,Cao điểm Tối,2.04
Hồ Chí Minh,,2,4.13,Xe Máy,Nắng,0.524062,0.590263,23,0,93.56,Cao điểm Sáng,1.31
Hải Phòng,,5,9.12,Ô Tô 4 Chỗ,Mưa Bão,0.346772,0.465461,4,1,96.4,Đêm,1.4
Hải Phòng,,4,16.29,Xe ViP,Nhiều Mây,0.348966,0.739129,13,0,95.94,Cao điểm Sáng,1.87
Hải Phòng,,0,12.94,Xe Máy,Mưa,0.7011,0.605509,17,0,86.74,Cao điểm Tối,2.18
Hồ Chí Minh,,6,13.89,Ô Tô 4 Chỗ,Nhiều Mây,0.397045,0.749082,23,1,98.27,Cao điểm Sáng,1.73
Hà Nội,,1,13.02,Xe Máy,Mưa Bão,0.514066,0.826421,23,0,96.7,Đêm,1.81
Hải Phòng,,0,11.17,Xe Máy,Mưa Bão,0.485307,0.732857,0,0,91.61,Chiều,1.68
Cần Thơ,,6,16.19,Ô Tô 4 Chỗ,Nhiều Mây,0.358433,0.865951,9,1,90.63,Cao điểm Sáng,1.82
Hà Nội,,5,16.45,Ô Tô 4 Chỗ,Mưa,0.791467,0.733369,17,1,84.85,Cao điểm Sáng,2.45
Đà Nẵng,,3,16.07,Xe Máy,Mưa,0.47333,0.651301,4,0,92.25,Cao điểm Tối,1.96
Hải Phòng,,6,3.17,Ô Tô 4 Chỗ,Nhiều Mây,0.229315,0.662145,13,1,94.99,Chiều,1.65
Hải Phòng,,1,5.05,Xe Máy,Nắng,0.2401,0.787998,7,0,85.77,Cao điểm Sáng,1.94
Đà Nẵng,,0,4.01,Ô Tô 4 Chỗ,Nắng,0.507263,0.695187,2,0,94.4,Cao điểm Tối,1.62
Hải Phòng,,6,10.15,Ô Tô 4 Chỗ,Mưa,0.842661,0.947837,14,1,86.95,Cao điểm Tối,2.22
Đà Nẵng,,6,13.74,Ô Tô 4 Chỗ,Mưa,0.763402,0.640359,7,1,92.74,Đêm,1.16
Cần Thơ,,6,3.68,Ô Tô 4 Chỗ,Nhiều Mây,0.898466,0.554111,20,1,93.22,Cao điểm Tối,1.39
Hà Nội,,0,14.59,Xe ViP,Mưa,0.326542,0.746027,21,0,88.44,Cao điểm Tối,3.04
Cần Thơ,,3,1.26,Xe ViP,Nắng,0.521394,0.793487,4,0,87.02,Đêm,1.41
Đà Nẵng,,0,2.06,Xe ViP,Nhiều Mây,0.754188,0.874518,12,0,87.58,Chiều,1.18
Hồ Chí Minh,,4,0.65,Xe Máy,Nắng,0.592379,0.458067,22,0,90.1,Cao điểm Sáng,1.12
Cần Thơ,,3,14.98,Xe Máy,Nắng,0.769106,0.451166,5,0,98.53,Cao điểm Sáng,1.17
Cần Thơ,,6,19.56,Ô Tô 4 Chỗ,Nắng,0.86161,0.718681,13,1,93.55,Chiều,1
Hải Phòng,,6,8.02,Xe ViP,Nắng,0.471848,0.833386,21,1,87.92,Đêm,1.43
Đà Nẵng,,2,9.68,Xe ViP,Nhiều Mây,0.924343,0.44877,11,0,96.97,Cao điểm Sáng,1.26
Hà Nội,,5,16.95,Xe ViP,Mưa Bão,0.284607,0.976534,5,1,86.22,Cao điểm Sáng,2.77
Đà Nẵng,,2,10.53,Ô Tô 4 Chỗ,Mưa Bão,0.605114,0.764753,18,0,89.01,Đêm,1.6
Hồ Chí Minh,,3,15.03,Xe ViP,Nhiều Mây,0.420628,0.463169,15,0,91.95,Cao điểm Tối,1.34
Đà Nẵng,,2,15.27,Xe ViP,Nắng,0.292355,0.784704,4,0,94.01,Cao điểm Tối,1.85
Hải Phòng,,3,15.91,Xe Máy,Mưa Bão,0.34472,0.809993,14,0,92.49,Chiều,1.94
